group,track_id,total_frames,mean_match_cost,max_match_cost,mean_center_distance,max_center_distance,mean_iou,min_iou,suspicious,suspicion_reason
zm1_11,9,97,0.0025741215168086896,0.0184116390680944,0.0004033496804941845,0.0025338763302631,0.993394445072893,0.952101087275933,False,
zm1_11,10,97,0.000785792788270566,0.0114894278606965,0.00011564895585513503,0.0016025641025641,0.9979696543801008,0.9701492537313432,False,
zm1_12,1,97,0.006489798929919093,0.0540658510124612,0.0007954227676321361,0.0082497036386113,0.9829349310544051,0.8608470181503889,False,
zm1_12,2,97,0.0006338928684351134,0.0107692307692307,6.124614692681649e-05,0.0011331839442092,0.9983026203630495,0.9692307692307692,False,
zm1_12,3,97,0.010441938108302587,0.0587427031086348,0.0016485012256437547,0.0085177450422553,0.9732273933953309,0.847982374768089,False,
zm1_12,4,97,0.002713102953098134,0.0220668859649122,0.0005660853156630279,0.0056089743589743,0.9932995785773796,0.9473684210526316,False,
zm1_12,5,97,0.00131864136969234,0.0182833939546668,0.0001768951027819536,0.0016025641025641,0.9965609727060455,0.9498662160259118,False,
zm1_12,6,97,8.630629408572887e-05,0.0042050438596491,1.6521279407876288e-05,0.000801282051282,0.9997840929643698,0.9894736842105264,False,
zm1_12,7,97,0.0008474481856446267,0.0096104582696958,0.00013075293355757216,0.0016025641025641,0.9978215463461936,0.9746460322686862,False,
zm1_12,8,97,0.0017166189058590792,0.0093303195637359,0.00029454842593089586,0.0016025641025641,0.9956423930599886,0.9754464285714286,False,
zm1_12,9,97,0.0008694272407591959,0.0123319892473118,0.0001239095955590732,0.0016025641025641,0.9977460399895834,0.967741935483871,False,
zm1_12,10,97,0.0006759597908965783,0.008971863681383,9.428870574256907e-05,0.0011331839442092,0.9982437939081031,0.9753086419753086,False,
zm1_2,1,97,0.0007516924628451917,0.0142311067997043,9.912767644725773e-05,0.000801282051282,0.998036401505273,0.9608277900960828,False,
zm1_2,2,97,0.0007613332330241289,0.0096901922737541,0.0001190706248543835,0.0011331839442092,0.9980458933518035,0.9744182208285196,False,
zm1_2,3,97,0.0003166027871841711,0.0055208333333333,4.956383822362887e-05,0.000801282051282,0.9991874677361747,0.9857142857142858,False,
zm1_2,4,97,0.005170230377652296,0.4126172423816826,0.001254318141609401,0.1083272879894196,0.9875573611839823,0.0222728423184004,True,"high_match_cost, low_iou"
zm1_2,5,97,0.0004822900355774165,0.0091194988713277,7.776742633469279e-05,0.0011331839442092,0.9987664536901147,0.9760487734068806,False,
zm1_2,6,97,0.000665008945088564,0.0104808877455541,9.428870574256907e-05,0.0011331839442092,0.9982750820389832,0.9721590909090908,False,
zm1_2,7,97,0.0006857226544652321,0.014837977392649,9.623877825033298e-05,0.0017917211358171,0.9982195215754214,0.9609332609875204,False,
zm1_2,8,97,0.000611398479865831,0.0150088507625272,6.608511763150515e-05,0.000801282051282,0.9983758767045562,0.9586056644880174,False,
zm1_2,9,97,0.0009461203408945051,0.0105011261261261,0.00015211318367013712,0.0016025641025641,0.9975792949385459,0.972972972972973,False,
zm1_2,10,97,0.0012448834847433722,0.0093785448723779,0.00020509869089301442,0.0011331839442092,0.9968240876123916,0.9753086419753086,False,
zm1_3,1,97,0.0027851402884836807,0.0121314213008903,0.00044868410323823917,0.0017917211358171,0.9928757267960605,0.9686662783925452,False,
zm1_3,2,97,0.001130601968045298,0.0111865942028985,0.0001652127940787639,0.0016025641025641,0.9970765324231596,0.9710144927536232,False,
zm1_3,3,97,0.0006831322791609041,0.010016639800786,9.771037474181856e-05,0.0011331839442092,0.9982296556126321,0.9734855136084284,False,
zm1_3,4,97,0.002333485151192724,0.0174652777777777,0.0003669622371019732,0.0017917211358171,0.9940144008654959,0.9515873015873016,False,
zm1_3,5,97,0.0009547528707563568,0.0099958288229952,0.00013559190426225978,0.0011331839442092,0.997523948191469,0.9733333333333334,False,
zm1_3,6,97,0.0008629106016889269,0.0048958333333333,0.00015695215437482474,0.000801282051282,0.9978260237104419,0.9875,False,
zm1_3,7,97,0.0035878147958295858,0.1291903041796148,0.0005873738628772247,0.0241051425584796,0.9908399377572589,0.6756515385239912,False,
