group,object_index,mean_movement,median_movement,max_movement,movement_std,frame_count
pg3_3,1,0.06996865172946147,0.0,4.716990566028302,0.500315913108545,97
pg3_3,2,0.09015755826137299,0.0,5.852349955359813,0.6259281530157401,97
pg3_3,3,0.11060452071614474,0.0,5.0,0.5412033127035841,97
pg3_3,4,0.1421250088765966,0.0,5.522680508593631,0.5899227983190541,97
pg3_3,5,0.14342849389638693,0.0,5.1478150704935,0.5551207895613617,97
pg3_3,6,0.9026707158113755,0.5,10.5,1.3554094955764693,97
pg3_3,7,0.04450001950686214,0.0,4.272001872658765,0.4360093653428401,97
pg3_3,8,0.06980793873662942,0.0,3.2015621187164243,0.34841260721308737,97
pg3_3,9,0.08447679404840046,0.0,4.6097722286464435,0.48465845208288744,97
pg3_4,0,0.5528237892789917,0.5,3.2015621187164243,0.5681089811007153,97
pg3_4,1,0.8529898193093954,0.5,9.848857801796104,1.1693507120702966,97
pg3_4,2,0.7214298608834743,0.7071067811865476,5.408326913195984,0.7731394628686783,97
pg3_4,3,0.4935548672046639,0.0,7.0178344238090995,0.9534687085839145,97
pg3_4,4,0.9761775171121109,1.0,5.1478150704935,0.9432275814465548,97
pg3_4,5,0.21650227513823275,0.0,6.670832032063167,0.7416210511018716,97
pg3_4,6,0.05839115911941656,0.0,3.605551275463989,0.3793718542888363,97
pg3_4,7,1.2470985042108782,0.7071067811865476,17.0,1.9599826819759052,97
pg3_4,8,1.1846844020197886,0.6035533905932737,9.394147114027968,1.6967963475811747,97
pg3_4,9,0.6443201367821948,0.5,6.800735254367722,0.9127503255104694,97
pg3_5,0,0.6207526808881336,0.5,2.23606797749979,0.6135140068777115,97
pg3_5,1,1.1257529168462168,1.118033988749895,8.139410298049853,1.17803277382867,97
pg3_5,2,0.9331281607577947,1.0,4.242640687119285,0.8376665346926194,97
pg3_5,3,1.0409516438174486,1.0,2.692582403567252,0.9704924893141421,97
pg3_5,4,0.3736840529145218,0.0,3.3541019662496847,0.6142567776576843,97
pg3_5,5,0.8493248786269834,0.6035533905932737,2.5,0.8013156027981997,97
pg3_5,6,0.1544627825494395,0.0,2.0,0.3278247266850173,97
pg3_5,7,1.0892792097329664,1.0,4.301162633521313,1.000490390870914,97
pg3_5,8,0.9759829978840381,1.0,3.5355339059327378,0.8947560092753515,97
pg3_5,9,0.9398792475350163,0.7071067811865476,9.340770846134703,1.2104639910950592,97
pg3_7,0,0.03370904143228948,0.0,2.23606797749979,0.23821518910582368,97
pg3_7,1,0.09584960540329608,0.0,3.2015621187164243,0.3820723808779687,97
pg3_7,2,0.0429490169335173,0.0,4.123105625617661,0.4208127057650885,97
